client.threads_per_host client.txnrate site.commandlog_timeout THROUGHPUT(txn/s) AVGLATENCY(ms) TotalTXN Distributed SpecExec THMIN THMAX THSTDDEV LAMIN LAMAX LASTDDEV
1 1000 10 999.8333333333334 2.130908177725161 59990 0 59915 997.8 1001.8 1.4445299120013764 1.0 40.0 1.389018370439477
1 3000 10 3000.616666666667 4.970035118223727 180037 0 146069 2995.6 3004.4 2.9328598102648806 1.0 48.0 3.4470233743826504
1 5000 10 5000.166666666667 7.798468378772793 300010 0 110004 4993.2 5005.7 4.237294734458145 1.0 56.0 5.001631356565487
1 7000 10 7001.466666666666 9.778309309498331 420088 0 109358 6995.8 7008.5 4.519144461805382 1.0 56.0 6.415336269124549
1 9000 10 8994.949999999999 51.93209329735314 539697 0 59942 8944.8 9037.9 30.176265507845873 1.0 387.0 77.72472508843411
1 11000 10 11001.616666666667 13.102781342161435 660097 0 108917 10994.9 11013.4 7.027209023977187 1.0 70.0 7.903023463568701
1 13000 10 12365.4 237.37053865065073 741924 0 0 12294.9 12439.7 47.16871844771742 137.0 380.0 43.75340038209132
1 15000 10 12368.216666666667 241.0547505501332 742093 0 0 12295.7 12414.9 40.80805884462824 137.0 370.0 43.893722403104235
1 17000 10 12551.633333333333 235.89406823547532 753098 0 0 12421.8 12610.4 72.39294624938742 135.0 373.0 44.331961492627926
1 19000 10 12612.733333333334 235.45697734035974 756764 0 0 12578.9 12657.8 33.93880767891937 134.0 373.0 44.88732276353412
1 21000 10 12186.516666666666 246.16994715478288 731191 0 0 12150.3 12284.3 49.36794168958881 142.0 383.0 45.19930400091533
