client.threads_per_host client.txnrate site.commandlog_timeout THROUGHPUT(txn/s) AVGLATENCY(ms) TotalTXN Distributed SpecExec THMIN THMAX THSTDDEV LAMIN LAMAX LASTDDEV
1 1000 10 999.8333333333334 6.01552539772416 59990 0 47647 999.5 1000.5 0.35590260840103727 1.0 71.0 9.482957225563325
1 3000 10 3001.0 14.471482803941809 180060 0 72862 2992.2 3010.0 7.884415006834708 1.0 69.0 12.561254956432585
1 5000 10 3290.7166666666667 1554.1668430888915 197443 0 0 3253.1 3351.3 43.55853150264217 802.0 2236.0 302.18291159247724
1 7000 10 3221.45 1488.4529895957824 193287 0 0 3168.7 3295.4 46.47880161966319 756.0 2438.0 347.3353862285611
1 9000 10 3353.083333333333 1337.1025280340384 201185 0 0 3284.7 3430.0 58.62840324165989 588.0 2174.0 324.9165634241688
1 11000 10 3190.0 1354.2928594193281 191400 0 0 3007.3 3335.9 125.6760438588039 577.0 2521.0 359.926926289496
1 13000 10 3481.6666666666665 1166.3479432644483 208900 0 0 3430.0 3530.0 44.459719597256424 433.0 2004.0 304.9365070677903
1 15000 10 3281.8833333333337 1231.7758756405112 196913 0 0 3230.0 3393.8 60.80363201870983 478.0 2160.0 337.4904784981403
1 17000 10 3316.883333333333 1195.6316471788275 199013 0 0 3180.0 3440.0 91.89423086715874 451.0 2315.0 339.9182152999118
1 19000 10 3470.0 1120.5044524495677 208200 0 0 3290.0 3540.0 96.37817180254049 466.0 2208.0 323.5631565218048
1 21000 10 3381.9 1139.147412204185 202914 0 0 3340.0 3446.5 48.242595286738045 431.0 2157.0 313.47861639300197
1 23000 10 3473.333333333333 1082.6576087217309 208400 0 0 3430.0 3519.8 41.224782190651695 442.0 2039.0 297.2726109093287
1 25000 10 3493.733333333333 1062.7146305510369 209624 0 0 3447.8 3536.8 44.111797363819406 422.0 1957.0 294.12853737516247
