client.threads_per_host client.txnrate site.commandlog_timeout THROUGHPUT(txn/s) AVGLATENCY(ms) TotalTXN Distributed SpecExec THMIN THMAX THSTDDEV LAMIN LAMAX LASTDDEV
1 1000 10 999.9666666666667 2.6651934294814446 59998 0 58624 998.3 1001.6 1.0481730137084795 1.0 51.0 4.934841490834557
1 2000 10 2000.05 8.838556431799049 120003 0 101508 1987.8 2015.1 9.063939540839813 1.0 148.0 17.814924853527177
1 3000 10 3000.133333333333 16.798827758940895 180008 0 113165 2997.3 3004.1 2.569565462615451 1.0 223.0 32.422268636778824
1 4000 10 3999.3500000000004 33.21053077333514 239961 0 99144 3992.5 4003.9 4.339930875025577 1.0 282.0 54.080653409568974
1 5000 10 5020.333333333333 53.136351542054975 301220 0 75575 4996.4 5041.5 19.994365873082053 1.0 361.0 77.05565924873478
1 6000 10 5978.95 177.310322303925 358737 0 34689 5887.9 6117.3 87.71519252672267 1.0 873.0 194.7883297963321
1 7000 10 7050.45 513.0935374995559 423027 0 10327 6538.1 7707.5 402.6139279756725 1.0 1593.0 368.540100108455
1 8000 10 7542.95 982.1979048822739 452577 0 0 6614.3 8802.4 849.517182286503 416.0 1908.0 251.35550009071085
1 9000 10 7254.1 1025.38355320899 435246 0 0 6338.8 8141.1 651.6572227789699 427.0 2049.0 268.434283236844
1 10000 10 7604.283333333333 603.8308339726027 456257 0 160 6745.8 8438.1 572.7262571828418 1.0 1649.0 292.62898325973117
1 11000 10 7532.25 606.5810437341653 451935 0 0 6261.4 8357.7 819.582837179989 173.0 1572.0 237.9083548401032
1 12000 10 7332.216666666666 578.2561032159516 439933 0 0 5943.9 8255.5 838.6326929393267 140.0 1324.0 241.376988716726
1 13000 10 7703.15 504.9847139463333 462189 0 0 6566.5 8253.5 622.05067237324 66.0 1151.0 246.6749277668082
1 14000 10 7490.983333333334 507.45111567462214 449459 0 0 6466.9 8314.6 800.3108131636526 108.0 1173.0 251.7979656677964
1 15000 10 7501.183333333333 489.4023476295962 450071 0 0 6224.3 8393.0 900.4220153165219 116.0 1145.0 249.30930114548818
1 16000 10 7686.166666666667 476.4126739062554 461170 0 0 6348.1 8461.6 823.8280225063156 112.0 1169.0 251.19894785501887
1 17000 10 7617.616666666667 474.8342456941819 457057 0 0 6350.8 8394.1 781.4186826962015 106.0 1197.0 245.40887733046716
