client.threads_per_host client.txnrate site.commandlog_timeout THROUGHPUT(txn/s) AVGLATENCY(ms) TotalTXN Distributed SpecExec THMIN THMAX THSTDDEV LAMIN LAMAX LASTDDEV
1 8000 10 7999.799999999999 11.144044455896827 479988 0 102934 7990.4 8013.9 10.84177107303046 1.0 76.0 7.14405164926206
1 9000 10 9001.05 12.148291587156102 540063 0 108682 8986.7 9020.1 11.733499051860077 1.0 71.0 8.304615857471937
1 10000 10 10000.716666666667 11.904684073811692 600043 0 115075 9987.5 10015.0 9.623183811331215 1.0 77.0 7.421979559790033
1 11000 10 11000.383333333333 17.457764668683946 660023 0 84803 10976.5 11022.6 16.404806206312543 1.0 90.0 11.859439943289965
1 12000 10 12009.083333333332 21.726126017923555 720545 0 80892 11995.6 12047.2 19.114436080268643 1.0 158.0 22.434177377275027
1 13000 10 12450.466666666667 413.1569645331209 747028 0 0 12310.6 12578.4 105.1263176691102 251.0 621.0 85.79909558631337
1 14000 10 12104.916666666666 376.28443143453524 726295 0 0 11711.9 12265.7 210.32534242612516 193.0 858.0 85.80050415097452
1 15000 10 12212.483333333334 319.13578356513233 732749 0 0 12087.3 12283.3 69.15496848865378 142.0 578.0 79.38814422851698
