client.threads_per_host client.txnrate site.commandlog_timeout THROUGHPUT(txn/s) AVGLATENCY(ms) TotalTXN Distributed SpecExec THMIN THMAX THSTDDEV LAMIN LAMAX LASTDDEV
1 1000 10 1000.2166666666667 1.902636879692364 60013 0 59605 999.7 1001.8 0.7960318251594237 1.0 55.0 2.959842567950556
1 2000 10 2000.2833333333333 3.1079169398907105 120017 0 116022 1998.8 2004.5 2.1525953327708027 1.0 56.0 4.012007199610886
1 3000 10 3000.4666666666667 4.72321597985269 180028 0 151539 2995.7 3003.2 2.968950431830501 1.0 78.0 6.269783221304056
1 4000 10 4000.0 7.006972167074735 240000 0 144787 3982.8 4016.2 10.704952125067999 1.0 103.0 9.561473400757011
1 5000 10 5000.116666666667 9.43256551950539 300007 0 134052 4992.9 5005.3 4.926019353054484 1.0 124.0 13.958356606995482
1 6000 10 5999.349999999999 13.037143710106195 359961 0 122571 5961.4 6038.2 24.917122626820305 1.0 151.0 21.131650317863695
1 7000 10 6997.35 18.030745712534493 419841 0 108973 6977.8 7013.6 13.586132635890227 1.0 169.0 27.802687974406222
1 8000 10 7998.9 22.037702039663785 479934 0 104356 7986.8 8014.6 10.36262515002842 1.0 192.0 34.162334828686404
1 9000 10 8996.5 31.47766448850834 539790 0 96104 8981.7 9011.9 12.001499906261461 1.0 238.0 45.47545807297174
1 10000 10 9999.85 40.98243418714748 599991 0 84684 9991.3 10011.9 7.596249074378791 1.0 232.0 53.230478219227145
1 11000 10 10998.216666666665 67.4122584473813 659893 0 65386 10962.8 11031.4 23.09090008351065 1.0 355.0 77.35073399620444
1 12000 10 11997.416666666666 73.38357028469129 719845 0 64691 11978.4 12017.7 13.355061462482093 1.0 288.0 75.43714256655272
1 13000 10 12973.816666666666 103.52427852998066 778429 0 41134 12883.1 13011.8 49.07689544649956 1.0 342.0 85.56511544813253
1 14000 10 13194.883333333333 558.5912286596302 791693 0 0 12652.7 13670.2 375.9023459180146 399.0 1049.0 126.82291814168377
1 15000 10 13707.966666666667 535.5536135920961 822478 0 0 13256.9 13999.7 346.303853092435 378.0 866.0 126.0127514330486
1 16000 10 13266.933333333334 308.49662942239127 796016 0 0 13033.0 13475.8 177.4606735777439 165.0 619.0 134.86122308075576
1 17000 10 13423.583333333334 329.17573745415353 805415 0 0 13064.7 13872.6 348.69950052540435 157.0 684.0 138.67286609516458
1 18000 10 13806.4 273.31961862959196 828384 0 0 13565.1 13991.9 156.2352329021846 100.0 719.0 108.99510722942279
1 19000 10 13465.283333333333 262.0999423207363 807917 0 0 13142.0 13766.6 250.26073137163712 105.0 610.0 114.466692441192
1 20000 10 13257.300000000001 246.0518107747604 795438 0 0 12823.6 13663.2 319.38071325613913 104.0 564.0 100.18101465244493
1 21000 10 13385.683333333332 236.48100580222626 803141 0 0 13018.5 13701.1 284.6013240775007 107.0 616.0 104.07368323411835
1 22000 10 13114.050000000001 235.14218573859642 786843 0 0 12641.5 13551.2 348.3829085934041 94.0 596.0 99.75976304078611
1 23000 10 13167.1 233.2898376633651 790026 0 0 12749.3 13541.5 319.4774796444974 107.0 608.0 99.76262281936049
1 24000 10 13496.15 225.94045084518035 809769 0 0 13102.3 13851.0 280.6893425123228 104.0 622.0 100.91974491861684
