client.threads_per_host client.txnrate site.commandlog_timeout THROUGHPUT(txn/s) AVGLATENCY(ms) TotalTXN Distributed SpecExec THMIN THMAX THSTDDEV LAMIN LAMAX LASTDDEV
10 100 10 55.46666666666666 52685.445012019234 3328 0 0 50.8 61.3 3.890329891752969 25910.0 81709.0 16139.357489755508
10 300 10 55.983333333333334 56380.53706460256 3359 0 0 51.6 61.3 3.6074460032918942 35231.0 85255.0 15049.561904933169
10 500 10 61.71666666666667 58052.35052660006 3703 0 0 58.7 66.1 2.5794702298469456 31114.0 79444.0 13679.360651937037
10 700 10 56.016666666666666 57435.32044034514 3361 0 0 51.8 61.4 3.7069754068062912 32311.0 79171.0 13177.203962104191
10 900 10 55.0 57039.63606060606 3300 0 0 50.6 59.9 3.422864297631444 33088.0 80356.0 12508.32453984755
10 1100 10 55.5 56608.831831831834 3330 0 0 52.1 60.0 3.019933774108299 33293.0 80345.0 12245.741996764205
10 1300 10 57.28333333333333 56642.52633110271 3437 0 0 52.0 62.3 3.6591893455609346 33952.0 82609.0 12800.742579081949
10 1500 10 55.766666666666666 56698.02420800956 3346 0 0 49.9 60.5 3.768111817166082 34203.0 83188.0 13003.195676839436
