client.threads_per_host client.txnrate site.commandlog_timeout THROUGHPUT(txn/s) AVGLATENCY(ms) TotalTXN Distributed SpecExec THMIN THMAX THSTDDEV LAMIN LAMAX LASTDDEV
1 1000 10 34.266666666666666 57432.58588807786 2056 0 0 31.7 36.7 1.8424621208227505 29310.0 87252.0 16715.21759055519
1 3000 10 37.416666666666664 60534.753229398666 2245 0 0 34.9 39.2 1.7588822208057793 36420.0 86712.0 13963.475108916477
1 5000 10 35.28333333333333 59780.73264052905 2117 0 0 32.9 37.8 2.1179392499943583 30899.0 90438.0 17154.539266791613
1 7000 10 38.150000000000006 62090.31381118881 2289 0 0 36.5 39.7 1.3722244714331542 32446.0 92120.0 17028.318034980148
1 9000 10 36.083333333333336 62360.85496535797 2165 0 0 34.1 38.2 1.557455189296523 33195.0 92908.0 17246.875780361104
1 11000 10 34.583333333333336 62748.47518072289 2075 0 0 32.5 37.0 1.679781731852881 33645.0 93421.0 17280.68655685624
1 13000 10 34.016666666666666 63059.09750122489 2041 0 0 32.0 36.0 1.5587388064286667 34111.0 92626.0 16933.939555762983
1 15000 10 33.833333333333336 62571.53743842364 2030 0 0 31.3 35.8 1.7258814173246846 34170.0 89807.0 16243.240146525291
1 17000 10 36.46666666666667 61966.32053040695 2188 0 0 34.6 39.3 1.9785516588319503 34186.0 86428.0 15623.24024474053
1 19000 10 34.43333333333334 62474.220823244556 2066 0 0 32.2 36.7 1.7224014243685082 34202.0 89083.0 16107.687873000406
