client.threads_per_host client.txnrate site.commandlog_timeout THROUGHPUT(txn/s) AVGLATENCY(ms) TotalTXN Distributed SpecExec THMIN THMAX THSTDDEV LAMIN LAMAX LASTDDEV
1 1000 10 302.7666666666667 23727.1812124883 18166 0 0 294.1 312.7 7.900042193980135 20347.0 26842.0 1639.6717405550303
1 3000 10 274.18333333333334 21270.055744680853 16451 0 0 270.9 277.8 2.2745695563483457 14041.0 28831.0 4202.8373455812625
1 5000 10 244.86666666666667 23435.958614117488 14692 0 0 241.9 246.7 1.7828815627143189 15779.0 31981.0 4623.432495667071
1 7000 10 239.83333333333334 24025.399124331085 14390 0 0 236.4 241.9 2.0165977949672205 16079.0 32796.0 4523.252352620225
1 9000 10 280.45 20912.37937592868 16827 0 0 275.7 283.1 2.647073856166471 13708.0 27946.0 3979.070162416397
1 11000 10 269.18333333333334 21754.913008482446 16151 0 0 264.8 271.2 2.3625551139955734 14253.0 29127.0 4207.589687149181
1 13000 10 268.0166666666667 21814.110503078165 16081 0 0 263.4 270.7 2.6686450994215525 14279.0 29401.0 4206.560655280868
1 15000 10 270.55 21654.980406654344 16233 0 0 266.0 273.5 2.728186210653518 14139.0 28975.0 4166.883949698361
1 17000 10 267.8833333333333 21906.488551518167 16073 0 0 263.1 270.1 2.4416524459199005 14307.0 29337.0 4226.467963288905
