client.threads_per_host client.txnrate site.commandlog_timeout THROUGHPUT(txn/s) AVGLATENCY(ms) TotalTXN Distributed SpecExec THMIN THMAX THSTDDEV LAMIN LAMAX LASTDDEV
10 100 10 794.1 2.418355855855856 47646 0 46698 793.7 794.8 0.42895221179053056 1.0 74.0 6.682327900169306
10 300 10 2779.9666666666667 31.869849661324963 166798 0 141139 2747.2 2796.4 17.853365695763625 1.0 460.0 75.94442800461286
10 500 10 4844.066666666667 138.89329458722446 290644 0 169005 4841.1 4849.1 2.7001234539677634 1.0 916.0 207.36576794264633
10 700 10 4386.216666666667 1704.8375042748035 263173 0 0 1763.2 6591.5 1984.8315116570138 287.0 7770.0 1305.43459414306
10 900 10 2522.15 2293.117001634582 151329 0 3641 710.1 5359.2 1947.2419230799237 1.0 8763.0 2238.8542773316162
10 1100 10 623.7 8646.289482122815 37422 0 0 268.7 996.5 312.6116376592529 420.0 19402.0 6182.4488910159835
10 1300 10 495.06666666666666 13323.449771074604 29704 0 0 0.0 750.1 383.5095861470306 5130.0 19035.0 5771.610315222227
10 1500 10 549.5 12732.299393387928 32970 0 0 0.0 1226.7 473.67824944787156 3572.0 21903.0 7089.3335729738765
10 1700 10 347.55 11964.91185920491 20853 0 0 0.0 700.1 380.73508243922043 5252.0 20803.0 6488.046498439505
10 1900 10 445.06666666666666 14061.60492810066 26704 0 0 0.0 675.1 344.7834141409164 5516.0 22037.0 6712.866205031902
10 2100 10 373.48333333333335 12541.243205854791 22409 0 0 0.0 915.7 419.44194075779626 3755.0 23778.0 7616.783739463823
10 2300 10 415.06666666666666 13325.860946032766 24904 0 0 0.0 630.1 321.54813429200095 5342.0 23278.0 6846.888899829766
10 2500 10 312.55 12072.077534261185 18753 0 0 0.0 630.1 342.39597398333996 5470.0 19985.0 5951.235003209068
