client.threads_per_host client.txnrate site.commandlog_timeout THROUGHPUT(txn/s) AVGLATENCY(ms) TotalTXN Distributed SpecExec THMIN THMAX THSTDDEV LAMIN LAMAX LASTDDEV
10 100 10 793.9666666666667 1.2595091069482642 47638 0 47267 793.6 794.4 0.26583202716501714 1.0 40.0 1.8112717903459286
10 300 10 2778.0 2.30577870388141 166680 0 161101 2777.0 2778.9 0.745654075292368 1.0 58.0 6.26110394279147
10 500 10 4842.7 4.388897967643319 290562 0 262033 4824.9 4854.4 10.578846818061056 1.0 94.0 11.197317839827331
10 700 10 6828.15 8.156361447636018 409689 0 317726 6771.6 6863.0 31.50718965569592 1.0 147.0 18.88815876339266
10 900 10 8811.533333333333 11.975641421823392 528692 0 371353 8721.9 8858.3 49.45683639969976 1.0 170.0 25.802290251183496
10 1100 10 10796.2 22.298205011331028 647772 0 362843 10785.6 10813.5 9.741868403956184 1.0 215.0 39.46902184621232
10 1300 10 12796.433333333332 36.708385118015734 767786 0 334443 12739.9 12852.0 43.702524717305394 1.0 228.0 53.15758195722277
10 1500 10 14641.85 153.64926044516181 878511 0 92511 13966.3 14795.8 331.135698770157 1.0 772.0 138.06236597391316
10 1700 10 13650.583333333334 254.3792052962343 819035 0 0 12946.4 14319.1 551.1423533595172 97.0 626.0 109.95113607762983
10 1900 10 15489.116666666667 269.4448948320444 929347 0 0 15284.7 15705.7 154.02619798809116 133.0 605.0 117.30305060084486
10 2100 10 15925.95 217.6964441570021 955557 0 0 15710.7 16187.3 172.10301275689457 94.0 509.0 99.11989634698239
10 2300 10 15468.966666666667 202.9662746407926 928138 0 0 15203.8 15855.0 244.4191536411718 98.0 525.0 84.39545522549071
10 2500 10 15390.55 196.01626712699644 923433 0 0 15020.6 15686.8 258.9584889514144 95.0 511.0 81.5726685119661
