client.threads_per_host client.txnrate site.commandlog_timeout THROUGHPUT(txn/s) AVGLATENCY(ms) TotalTXN Distributed SpecExec THMIN THMAX THSTDDEV LAMIN LAMAX LASTDDEV
10 100 10 794.1666666666667 1.0377518274202175 47650 0 47618 794.0 794.6 0.23380903889001345 1.0 44.0 0.784205124844606
10 300 10 2777.8166666666666 1.5365253260001774 166669 0 164492 2774.8 2778.8 1.502553382301789 1.0 42.0 1.6419120801619211
10 500 10 4843.133333333333 2.659730616796967 290588 0 264497 4838.4 4847.1 2.917304692120425 1.0 46.0 2.4538184567237393
10 700 10 6828.866666666667 4.1340323321133345 409732 0 299106 6821.6 6834.2 4.543860326491749 1.0 47.0 4.031180804434538
10 900 10 8813.716666666665 5.618337235576782 528823 0 333463 8804.6 8827.0 8.555329722849041 1.0 50.0 5.90730907032757
10 1100 10 10792.316666666666 4.9755196845659455 647539 0 416581 10787.6 10797.9 4.62403143011191 1.0 62.0 5.546288857601016
10 1300 10 12354.566666666668 432.76433564452213 741274 0 0 12219.4 12469.6 86.5694788402167 278.0 659.0 98.48446683705106
10 1500 10 12287.166666666666 337.4061693345469 737230 0 0 12189.1 12341.9 58.79264126288809 170.0 577.0 79.45297467278716
10 1700 10 12392.216666666665 274.63743335790105 743533 0 0 12344.9 12442.2 41.002361720597065 146.0 492.0 71.23563419881845
10 1900 10 12369.550000000001 254.60819813507248 742173 0 0 12304.0 12411.7 42.13500919662898 145.0 483.0 60.28155260994347
10 2100 10 11939.566666666666 252.75995985348476 716374 0 0 10972.6 12394.8 529.1868164142662 148.0 526.0 58.54971177402228
10 2300 10 12251.849999999999 242.61507943526607 735111 0 0 12138.9 12370.5 75.50631099451235 146.0 444.0 53.50754695867952
10 2500 10 11561.433333333334 253.84676092726593 693686 0 0 11356.8 11819.3 183.42131464654432 150.0 443.0 54.37660968196971
