client.threads_per_host client.txnrate site.commandlog_timeout THROUGHPUT(txn/s) AVGLATENCY(ms) TotalTXN Distributed SpecExec THMIN THMAX THSTDDEV LAMIN LAMAX LASTDDEV
1 1000 10 2029.3000000000002 1.0533435025460418 121758 0 121696 1971.8 2077.7 46.9452873034131 1.0 194.0 1.693235182872067
1 2000 10 1862.9666666666667 1.0464578376949512 111778 0 111717 1804.0 1912.9 40.25010144914755 1.0 187.0 1.5758462999899177
1 3000 10 1950.0 1.0511991990169753 117000 0 116938 1859.1 2034.0 65.27688718068597 1.0 190.0 1.6544248072255257
1 4000 10 1895.8999999999999 1.048186720813956 113754 0 113694 1855.4 1936.0 29.112334155817837 1.0 190.0 1.6131870047776484
1 5000 10 1968.3166666666666 1.0491495076096689 118099 0 118037 1907.1 2023.4 43.37784764907854 1.0 185.0 1.6005442604922069
1 6000 10 1913.0166666666667 1.0483672211953172 114781 0 114722 1838.3 1969.3 53.19005232810613 1.0 197.0 1.651860233124535
1 7000 10 1942.6000000000001 1.047681662391412 116556 0 116495 1878.2 2004.6 43.77867060567277 1.0 195.0 1.6240839901712711
1 8000 10 1905.1333333333334 1.0464565893851077 114308 0 114248 1834.6 2001.9 61.776133471322645 1.0 179.0 1.5383505121163719
1 9000 10 1930.5833333333333 1.0454005804238853 115835 0 115775 1878.9 1961.6 31.308619686384525 1.0 185.0 1.5609990602565875
